Id,dateTime,hour,day,month,weekday,source,destination,rideshare,rideCategory,price,distance,surgeMultiplier,weather,temperature,precipProbability,humidity,windSpeed,windGust,ozone
a0635,2020-11-01 13:03:00,13,1,11,Sun,Theatre District,South Station,Uber,Black,10.08,0.66,1,partly-cloudy-day,37.35,0,0.7,5.99,6.33,277.9
1067a,2020-11-11 15:55:00,15,11,11,Wed,Theatre District,South Station,Uber,Black SUV,10.08,0.66,1,partly-cloudy-day,29.82,0,0.55,2.74,4.04,324.8
c8f62,2020-11-01 20:47:00,20,1,11,Sun,Theatre District,South Station,Uber,UberX,10.08,0.66,1,partly-cloudy-day,44.54,0,0.53,1.86,3.68,271.2
b264f,2020-11-11 09:00:00,9,11,11,Wed,North Station,North End,Lyft,Lyft,10.08,1.26,1,clear-night,21.63,0,0.64,3.27,3.32,325
2a937,2020-11-25 23:18:00,23,25,11,Wed,Theatre District,Haymarket Square,Lyft,Black SUV,10.08,2.064,1,partly-cloudy-night,41.78,0,0.69,7.66,11.55,306.3
e4170,2020-11-15 04:50:00,4,15,11,Sun,Northeastern University,Theatre District,Lyft,Lyft,10.08,2.388,1,rain,41.48,1,0.88,10.38,15.65,326
2d56b,2020-11-01 18:27:00,18,1,11,Sun,Fenway,Beacon Hill,Lyft,Lyft,10.08,2.832,1,rain,49.63,1,0.9,4.81,7.46,280.7
0bb2f,2020-11-25 12:06:00,12,25,11,Wed,Beacon Hill,Haymarket Square,Lyft,Lyft,10.08,1.68,1,rain,47.7,0.94,0.89,4.47,4.52,311.9
59c00,2020-11-01 14:23:00,14,1,11,Sun,West End,Northeastern University,Lyft,Black,10.08,3.66,1,partly-cloudy-day,38.39,0,0.66,5.8,6.24,278
1ef73,2020-11-26 23:13:00,23,26,11,Thu,Haymarket Square,Theatre District,Uber,UberXL,10.08,1.392,1,cloudy,40.75,0,0.67,9.56,14.37,352.9
b0a58,2020-11-01 12:27:00,12,1,11,Sun,Haymarket Square,Theatre District,Uber,Black,10.08,1.392,1,cloudy,50.03,0,0.9,3.58,5.25,299.9
6a326,2020-11-01 19:37:00,19,1,11,Sun,Back Bay,Boston University,Lyft,Lyft,10.08,1.884,1,cloudy,54.74,0,0.48,7.25,8.97,311
c4c21,2020-11-26 15:26:00,15,26,11,Thu,Northeastern University,Back Bay,Lyft,Lyft,10.08,1.584,1,partly-cloudy-day,42.64,0,0.58,8.32,12.36,349.8
64590,2020-11-15 12:35:00,12,15,11,Sun,North End,Financial District,Lyft,Lyft,10.08,1.416,1,cloudy,36.41,0.03,0.9,7.06,7.83,323.4
b665d,2020-11-27 00:59:00,0,27,11,Fri,Northeastern University,Back Bay,Lyft,Black SUV,10.08,1.692,1,partly-cloudy-night,40.81,0,0.67,8.04,12.19,350.7
1c686,2020-11-25 19:54:00,19,25,11,Wed,North End,West End,Lyft,Lyft,10.08,1.584,1,partly-cloudy-day,44.35,0,0.7,9.35,13.78,311.5
124b5,2020-11-11 05:25:00,5,11,11,Wed,North End,Financial District,Lyft,Lyft,10.08,1.38,1,clear-night,21.47,0,0.54,4.14,4.19,324.8
65084,2020-11-11 07:00:00,7,11,11,Wed,Fenway,Back Bay,Lyft,Black,10.08,1.704,1,clear-night,20.31,0,0.57,3.09,3.14,324
ad40d,2020-11-27 19:33:00,19,27,11,Fri,Back Bay,South Station,Lyft,Lyft,10.08,1.62,1,partly-cloudy-day,44.89,0,0.5,12.06,19.95,307.6
4bc21,2020-11-01 08:03:00,8,1,11,Sun,North Station,North End,Uber,UberX,10.08,1.08,1,fog,47.09,0,0.93,0.98,1.03,292.3
1b719,2020-11-25 13:09:00,13,25,11,Wed,North Station,North End,Uber,WAV,10.08,1.08,1,rain,46.34,0.61,0.92,5.16,5.21,320.7
f3df8,2020-11-01 01:13:00,1,1,11,Sun,Back Bay,Fenway,Lyft,Lyft,10.08,1.68,1,clear-night,36.92,0,0.8,1.78,2.35,272.5
03c5d,2020-11-02 02:58:00,2,2,11,Mon,Theatre District,North End,Lyft,Lyft,10.08,2.064,1,partly-cloudy-night,46.52,0,0.61,7.57,9.93,327.6
6ce56,2020-11-16 10:00:00,10,16,11,Mon,Theatre District,South Station,Uber,Black SUV,10.08,0.66,1,partly-cloudy-night,26.61,0,0.5,14.08,26.54,364.4
b9490,2020-11-28 12:18:00,12,28,11,Sat,Theatre District,South Station,Uber,UberX,10.08,0.66,1,clear-day,30.79,0,0.83,2.44,3.82,277.4
0a5d7,2020-11-24 18:05:00,18,24,11,Tue,Fenway,Theatre District,Lyft,Lyft,10.08,3.288,1,cloudy,46.86,0.03,0.84,5.58,6.55,291.9
2aeef,2020-11-01 15:33:00,15,1,11,Sun,Haymarket Square,Financial District,Lyft,Lyft,10.08,1.2,1,rain,46.8,1,0.9,6.64,8.61,275.4
35437,2020-11-27 14:18:00,14,27,11,Fri,Fenway,West End,Lyft,Lyft,10.08,3.42,1,partly-cloudy-day,42.79,0,0.56,8.34,15.93,329.7
d4a99,2020-11-25 18:00:00,18,25,11,Wed,South Station,North Station,Lyft,Lyft,10.08,2.4,1,cloudy,43.22,0,0.71,9.44,15.93,314.2
82385,2020-11-01 00:02:00,0,1,11,Sun,Theatre District,Fenway,Lyft,Black,10.08,3.912,1,cloudy,40.12,0,0.62,3.16,3.51,286.6
f8c47,2020-11-15 03:40:00,3,15,11,Sun,Haymarket Square,Theatre District,Lyft,Black SUV,10.08,1.5,1,rain,41.85,1,0.89,8.89,15.68,322.3
c5b6f,2020-11-15 19:30:00,19,15,11,Sun,West End,North End,Uber,WAV,10.08,0.144,1,cloudy,42.18,0,0.67,6.99,9.42,342.8
6.92E+05,2020-11-11 20:05:00,20,11,11,Wed,West End,North End,Uber,Taxi,10.08,0.144,1,partly-cloudy-day,34.55,0,0.55,2.95,3,328
7f17c,2020-11-26 20:05:00,20,26,11,Thu,West End,North End,Uber,Black SUV,10.08,0.144,1,cloudy,43.31,0,0.58,8.35,12.98,352.9
52a35,2020-11-15 22:05:00,22,15,11,Sun,North Station,Haymarket Square,Uber,UberXL,10.08,0.672,1,cloudy,41.15,0,0.71,6.31,9.35,362.3
89b3f,2020-11-14 12:35:00,12,14,11,Sat,North Station,Haymarket Square,Uber,UberX,10.08,0.672,1,cloudy,42.49,0,0.69,6.68,8.43,317.9
99017,2020-11-01 17:03:00,17,1,11,Sun,North Station,Haymarket Square,Lyft,Black,10.08,1.056,1,partly-cloudy-day,43.29,0,0.55,2.44,4.01,273.7
4d7d0,2020-11-13 22:10:00,22,13,11,Fri,West End,Fenway,Lyft,Lyft,10.08,3.636,1,partly-cloudy-night,48.31,0,0.62,5.21,8.96,297.9
262d9,2020-11-25 18:45:00,18,25,11,Wed,North Station,North End,Lyft,Lyft,10.08,1.224,1,cloudy,43.22,0,0.71,9.44,15.93,314.2
78053,2020-11-26 23:35:00,23,26,11,Thu,Haymarket Square,West End,Lyft,Lyft,10.08,0.768,1,cloudy,40.75,0,0.67,9.56,14.37,352.9
7a16f,2020-11-25 01:00:00,1,25,11,Wed,Fenway,Back Bay,Lyft,Lyft,10.08,1.716,1,rain,45.01,1,0.92,11.93,11.98,289.6
9.52E+09,2020-11-27 00:37:00,0,27,11,Fri,Boston University,Theatre District,Lyft,Lyft,10.08,3.6,1,partly-cloudy-night,40.81,0,0.67,8.04,12.19,350.7
e7746,2020-11-14 03:55:00,3,14,11,Sat,South Station,Theatre District,Lyft,Lyft,10.08,1.5,1,clear-night,42.08,0,0.68,5.15,6.33,294
df2e7,2020-11-01 23:43:00,23,1,11,Sun,Boston University,Financial District,Lyft,Lyft,10.08,5.472,1,partly-cloudy-night,38.45,0,0.72,2.27,2.85,269.4
4435d,2020-11-13 12:40:00,12,13,11,Fri,Haymarket Square,Beacon Hill,Uber,Black SUV,10.08,1.092,1,cloudy,48.61,0.18,0.86,3.45,6.49,295
f1b2a,2020-11-24 12:32:00,12,24,11,Tue,Haymarket Square,Beacon Hill,Uber,UberXL,10.08,1.092,1,cloudy,42.7,0,0.91,2.48,2.58,295.6
b6ef9,2020-11-12 12:35:00,12,12,11,Thu,Boston University,Back Bay,Lyft,Black,10.08,1.884,1,partly-cloudy-night,29.33,0,0.79,2.62,3.69,290.7
4.30E+55,2020-11-01 01:07:00,1,1,11,Sun,Northeastern University,Theatre District,Lyft,Lyft,10.08,2.412,1,cloudy,49.33,0,0.93,2.63,3.6,286
58f2c,2020-11-27 01:38:00,1,27,11,Fri,Beacon Hill,Boston University,Lyft,Lyft,10.08,2.856,1,partly-cloudy-night,39.82,0,0.7,8.34,11.52,347.8
7a9b6,2020-11-25 22:39:00,22,25,11,Wed,Haymarket Square,Financial District,Uber,UberPool,10.08,1.188,1,partly-cloudy-night,42.28,0,0.66,8.14,12.33,305.5
7dfcb,2020-11-26 13:01:00,13,26,11,Thu,Haymarket Square,Financial District,Uber,UberX,10.08,1.188,1,partly-cloudy-day,37.38,0,0.68,5.85,5.9,345.9
4dd91,2020-11-24 22:02:00,22,24,11,Tue,Haymarket Square,Financial District,Uber,Black,10.08,1.188,1,rain,46.33,0.42,0.86,6.95,7,293.8
7719c,2020-11-25 18:15:00,18,25,11,Wed,Financial District,Haymarket Square,Uber,Taxi,10.08,1.5,1,cloudy,43.22,0,0.71,9.44,15.93,314.2
58c38,2020-11-01 00:57:00,0,1,11,Sun,Financial District,Haymarket Square,Uber,UberXL,10.08,1.5,1,cloudy,49.85,0,0.93,2.67,3.12,285.8
d095c,2020-11-25 12:15:00,12,25,11,Wed,North Station,Northeastern University,Lyft,Black SUV,10.08,3.984,1,rain,47.7,0.94,0.89,4.47,4.52,311.9
6eac4,2020-11-13 15:40:00,15,13,11,Fri,North End,Theatre District,Lyft,Black,10.08,1.848,1,partly-cloudy-day,52.11,0,0.81,3.48,4.77,297.1
fb8e3,2020-11-11 11:00:00,11,11,11,Wed,South Station,Beacon Hill,Lyft,Lyft,10.08,3.048,1,partly-cloudy-night,21.82,0,0.62,3.41,3.46,326.8
b02e3,2020-11-11 12:00:00,12,11,11,Wed,Haymarket Square,Theatre District,Lyft,Lyft,10.08,1.488,1,partly-cloudy-night,21.41,0,0.63,3.32,3.37,327.1
0eb05,2020-11-11 09:05:00,9,11,11,Wed,Boston University,Theatre District,Lyft,Black SUV,10.08,3.468,1,clear-night,21.63,0,0.64,3.27,3.32,325
899ed,2020-11-12 11:45:00,11,12,11,Thu,North Station,South Station,Lyft,Lyft,10.08,2.544,1,partly-cloudy-night,29.23,0,0.78,2.83,4.04,291
2c443,2020-11-11 19:15:00,19,11,11,Wed,Financial District,North End,Uber,Black,10.08,1.452,1,partly-cloudy-day,34.25,0,0.54,2.58,3.81,328.7
6abbb,2020-11-24 23:54:00,23,24,11,Tue,Financial District,North End,Uber,UberPool,10.08,1.452,1,rain,45.74,1,0.89,7.79,7.84,295.2
9f91e,2020-11-28 22:58:00,22,28,11,Sat,Back Bay,Northeastern University,Uber,WAV,10.08,1.296,1,cloudy,41.53,0,0.58,3.31,3.97,279.7
5e27d,2020-11-12 22:40:00,22,12,11,Thu,Northeastern University,Financial District,Lyft,Lyft,10.08,3.456,1,partly-cloudy-night,43.34,0,0.69,3.38,3.95,289.3
1672d,2020-11-16 10:05:00,10,16,11,Mon,Financial District,South Station,Uber,UberX,10.08,0.468,1,partly-cloudy-night,26.61,0,0.5,14.08,26.54,364.4
bfd28,2020-11-14 03:15:00,3,14,11,Sat,Financial District,South Station,Uber,UberXL,10.08,0.468,1,clear-night,42.08,0,0.68,5.15,6.33,294
3.40E+36,2020-11-26 20:02:00,20,26,11,Thu,Financial District,Northeastern University,Lyft,Black SUV,10.08,4.128,1,cloudy,43.31,0,0.58,8.35,12.98,352.9
90a74,2020-11-13 12:55:00,12,13,11,Fri,Beacon Hill,Boston University,Uber,UberX,10.08,2.7,1,cloudy,48.61,0.18,0.86,3.45,6.49,295
8ebd6,2020-11-24 09:56:00,9,24,11,Tue,North End,North Station,Uber,UberPool,10.08,1.236,1,cloudy,43,0,0.89,2.21,2.26,298.6
fa896,2020-11-01 00:23:00,0,1,11,Sun,North End,North Station,Uber,UberPool,10.08,1.236,1,cloudy,40.12,0,0.62,3.16,3.51,286.6
2c8fe,2020-11-25 17:06:00,17,25,11,Wed,Northeastern University,Theatre District,Lyft,Black,10.08,2.604,1,cloudy,42.74,0,0.76,11.85,15.16,321.8
436d5,2020-11-26 22:17:00,22,26,11,Thu,Financial District,North End,Lyft,Lyft,10.08,1.476,1,cloudy,41.83,0,0.62,9.01,12.7,352.7
78320,2020-11-01 05:18:00,5,1,11,Sun,Financial District,South Station,Uber,UberX,10.08,0.468,1,partly-cloudy-night,36.02,0,0.75,2.52,2.57,287.5
f6870,2020-11-27 16:03:00,16,27,11,Fri,Financial District,South Station,Uber,Taxi,10.08,0.468,1,partly-cloudy-day,45.31,0,0.5,10.67,19.27,319.3
e55e1,2020-11-14 12:50:00,12,14,11,Sat,Financial District,South Station,Lyft,Lyft,10.08,0.54,1,cloudy,42.49,0,0.69,6.68,8.43,317.9
00fa9,2020-11-01 15:23:00,15,1,11,Sun,West End,Northeastern University,Lyft,Black SUV,10.08,3.684,1,rain,46.8,1,0.9,6.64,8.61,275.4
54af3,2020-11-25 11:39:00,11,25,11,Wed,Haymarket Square,North Station,Uber,Taxi,10.08,0.588,1,rain,47.63,1,0.9,5.4,5.45,303.4
dd9c2,2020-11-01 01:52:00,1,1,11,Sun,Haymarket Square,North Station,Uber,UberXL,10.08,0.588,1,cloudy,49.33,0,0.93,2.63,3.6,286
1.00E+06,2020-11-28 10:33:00,10,28,11,Sat,Haymarket Square,Theatre District,Uber,WAV,10.08,1.392,1,clear-night,31.08,0,0.83,2.96,3.01,279.3
eea2f,2020-11-01 12:57:00,12,1,11,Sun,Haymarket Square,Theatre District,Uber,Black,10.08,1.392,1,rain,42.59,1,0.9,7.09,7.14,271.8
1fae0,2020-11-26 15:17:00,15,26,11,Thu,Theatre District,North End,Lyft,Lyft,10.08,2.088,1,partly-cloudy-day,42.64,0,0.58,8.32,12.36,349.8
d0dde,2020-11-12 13:45:00,13,12,11,Thu,Haymarket Square,Financial District,Lyft,Black,10.08,0.864,1,clear-day,31.98,0,0.78,2.13,4.26,289.1
aadd7,2020-11-26 15:05:00,15,26,11,Thu,Haymarket Square,Beacon Hill,Lyft,Lyft,10.08,1.464,1,partly-cloudy-day,42.64,0,0.58,8.32,12.36,349.8
2ad46,2020-11-15 16:55:00,16,15,11,Sun,Haymarket Square,North Station,Lyft,Lyft,10.08,0.696,1,cloudy,39.02,0,0.86,6.15,7.22,324.9
49a8a,2020-11-15 10:50:00,10,15,11,Sun,Fenway,Theatre District,Lyft,Black SUV,10.08,3.228,1,rain,36.85,0.59,0.92,8.2,9.66,326.6
3f12c,2020-11-01 21:53:00,21,1,11,Sun,South Station,Theatre District,Lyft,Lyft,10.08,1.428,1,partly-cloudy-night,51.83,0,0.48,7.14,10.31,315.8
73832,2020-11-26 14:02:00,14,26,11,Thu,Fenway,Beacon Hill,Lyft,Lyft,10.08,2.868,1,partly-cloudy-day,40.42,0,0.63,6.84,9.31,348.3
b6689,2020-11-01 12:58:00,12,1,11,Sun,West End,Boston University,Lyft,Lyft,10.08,3.432,1,partly-cloudy-day,33.47,0,0.77,4.87,4.92,277.5
ec4c7,2020-11-12 17:05:00,17,12,11,Thu,North Station,North End,Uber,Black,10.08,1.296,1,partly-cloudy-day,46.29,0,0.52,3.66,3.71,287
c9658,2020-11-01 14:32:00,14,1,11,Sun,South Station,Financial District,Lyft,Lyft,10.08,0.684,1,rain,44.91,1,0.94,6.53,8.45,273.9
5a665,2020-11-27 13:48:00,13,27,11,Fri,Haymarket Square,Back Bay,Lyft,Lyft,10.08,2.748,1,clear-day,41.69,0,0.58,8.37,12.5,333.4
a91e8,2020-11-15 23:40:00,23,15,11,Sun,Fenway,Theatre District,Lyft,Black SUV,10.08,3.564,1,cloudy,40.36,0,0.68,7.04,11.2,374.7
fb3a1,2020-11-14 00:00:00,0,14,11,Sat,Haymarket Square,Financial District,Lyft,Lyft,10.08,1.26,1,partly-cloudy-night,45.36,0,0.66,5.41,8.71,296.7
0b7a7,2020-11-01 12:22:00,12,1,11,Sun,North End,Theatre District,Lyft,Lyft,10.08,1.848,1,cloudy,50.03,0,0.9,3.58,5.25,299.9
dc8be,2020-11-15 07:35:00,7,15,11,Sun,North End,Theatre District,Lyft,Lyft,10.08,1.848,1,rain,39.81,0.85,0.89,9.26,11.56,329
685a8,2020-11-01 22:28:00,22,1,11,Sun,North End,West End,Lyft,Lyft,10.08,1.536,1,cloudy,50.9,0.03,0.9,2.78,4.35,282.8
2567d,2020-11-27 03:32:00,3,27,11,Fri,South Station,North Station,Lyft,Black,10.08,2.772,1,partly-cloudy-night,38.84,0,0.68,9.07,9.12,345.6
46ab5,2020-11-24 09:14:00,9,24,11,Tue,Fenway,West End,Lyft,Lyft,10.08,3.432,1,cloudy,43,0,0.89,2.21,2.26,298.6
b0b0d,2020-11-26 19:29:00,19,26,11,Thu,Beacon Hill,Haymarket Square,Lyft,Lyft,10.08,1.68,1,cloudy,42.87,0,0.61,9.47,14.84,352.1
39524,2020-11-25 05:09:00,5,25,11,Wed,West End,Boston University,Lyft,Lyft,10.08,3.456,1,rain,44.97,1,0.89,10.68,17.44,286.6
86a7a,2020-11-14 13:45:00,13,14,11,Sat,Haymarket Square,Financial District,Uber,Black SUV,10.08,1.188,1,cloudy,43.51,0,0.68,7.19,8.95,319
c877b,2020-11-13 03:50:00,3,13,11,Fri,Haymarket Square,Financial District,Uber,UberXL,10.08,1.188,1,cloudy,44.25,0,0.9,4.66,6.5,293
9d2ce,2020-11-15 11:25:00,11,15,11,Sun,Back Bay,Fenway,Lyft,Lyft,10.08,1.728,1,cloudy,36.27,0.16,0.91,7.3,8.16,324.1
e952b,2020-11-25 11:54:00,11,25,11,Wed,North End,Beacon Hill,Lyft,Black,10.08,2.292,1,rain,47.63,1,0.9,5.4,5.45,303.4
6ca35,2020-11-24 15:41:00,15,24,11,Tue,Financial District,Haymarket Square,Lyft,Lyft,10.08,1.212,1,rain,45.55,0.86,0.91,3.46,3.88,292.9
be6a8,2020-11-01 17:48:00,17,1,11,Sun,Haymarket Square,West End,Lyft,Lyft,10.08,0.792,1,partly-cloudy-day,55.99,0,0.61,9.36,15.05,302
8aa35,2020-11-16 17:50:00,17,16,11,Mon,North End,North Station,Uber,Black SUV,10.08,1.236,1,clear-day,32.18,0,0.38,12.66,22.31,375
3e6b5,2020-11-01 02:37:00,2,1,11,Sun,Back Bay,Northeastern University,Uber,Taxi,10.08,1.464,1,cloudy,48.18,0,0.94,2.92,2.97,286.2
1d9c9,2020-11-24 22:14:00,22,24,11,Tue,Back Bay,Northeastern University,Uber,UberPool,10.08,1.464,1,rain,46.33,0.42,0.86,6.95,7,293.8
b6abb,2020-11-14 13:30:00,13,14,11,Sat,Back Bay,Northeastern University,Uber,Black,10.08,1.464,1,cloudy,43.51,0,0.68,7.19,8.95,319
d06f9,2020-11-26 12:01:00,12,26,11,Thu,North End,Financial District,Lyft,Lyft,10.08,1.38,1,partly-cloudy-day,37.93,0,0.69,5.35,6.93,345.4
edc14,2020-11-15 08:45:00,8,15,11,Sun,West End,Boston University,Lyft,Lyft,10.08,3.408,1,rain,39.23,1,0.89,10.81,10.86,330.1
0cf13,2020-11-28 09:47:00,9,28,11,Sat,North End,North Station,Uber,Black SUV,10.08,1.236,1,clear-night,31.44,0,0.83,2.95,3,280.8
aafbd,2020-11-01 00:18:00,0,1,11,Sun,North End,North Station,Uber,WAV,10.08,1.236,1,cloudy,40.12,0,0.62,3.16,3.51,286.6
37c4d,2020-11-08 02:13:00,2,8,11,Sun,North Station,Haymarket Square,Lyft,Lyft,10.08,0.9,1,clear-night,30.45,0,0.55,4.39,5.73,305.2
ddd6e,2020-11-15 08:55:00,8,15,11,Sun,North End,North Station,Uber,UberPool,10.08,1.236,1,rain,39.23,1,0.89,10.81,10.86,330.1
2cb7a,2020-11-27 02:39:00,2,27,11,Fri,West End,Haymarket Square,Lyft,Black,10.08,0.888,1,partly-cloudy-night,39.32,0,0.69,8.21,12.41,346.8
3f1b4,2020-11-26 17:11:00,17,26,11,Thu,Financial District,Haymarket Square,Uber,Taxi,10.08,1.5,1,cloudy,42.17,0,0.61,8.69,14.88,350.3
dc74c,2020-11-26 22:33:00,22,26,11,Thu,Financial District,Haymarket Square,Uber,UberPool,10.08,1.5,1,cloudy,41.83,0,0.62,9.01,12.7,352.7
74b69,2020-11-14 17:30:00,17,14,11,Sat,Financial District,Haymarket Square,Uber,Black SUV,10.08,1.5,1,cloudy,44.21,0.29,0.73,7.47,8.92,321.6
786a3,2020-11-01 02:48:00,2,1,11,Sun,Fenway,Theatre District,Lyft,Lyft,10.08,3.288,1,cloudy,38.29,0,0.69,3.34,4.56,288.4
bb210,2020-11-13 22:15:00,22,13,11,Fri,Fenway,West End,Lyft,Lyft,10.08,3.42,1,partly-cloudy-night,48.31,0,0.62,5.21,8.96,297.9
5f6c7,2020-11-26 10:32:00,10,26,11,Thu,Beacon Hill,South Station,Lyft,Lyft,10.08,1.824,1,partly-cloudy-night,35.8,0,0.76,4.82,7.72,342.6
7a7b5,2020-11-01 21:33:00,21,1,11,Sun,Fenway,Beacon Hill,Lyft,Lyft,10.08,2.916,1,partly-cloudy-night,41.6,0,0.63,2.96,3.01,269.8
2bbb0,2020-11-28 18:33:00,18,28,11,Sat,Back Bay,Boston University,Lyft,Black SUV,10.08,1.776,1,cloudy,42.49,0,0.55,3.41,3.46,270.9
77bf7,2020-11-01 22:32:00,22,1,11,Sun,North Station,North End,Lyft,Black,10.08,1.236,1,partly-cloudy-night,50.51,0,0.49,6.8,10.14,317.6
88b8a,2020-11-12 07:10:00,7,12,11,Thu,West End,Boston University,Lyft,Lyft,10.08,3.444,1,cloudy,30.62,0,0.72,0.96,2.31,296
3d0f7,2020-11-27 00:03:00,0,27,11,Fri,Beacon Hill,North End,Lyft,Lyft,10.08,2.424,1,partly-cloudy-night,40.81,0,0.67,8.04,12.19,350.7
f3882,2020-11-26 17:41:00,17,26,11,Thu,North Station,North End,Uber,UberPool,10.08,1.296,1,cloudy,42.17,0,0.61,8.69,14.88,350.3
46819,2020-11-26 13:50:00,13,26,11,Thu,Back Bay,Northeastern University,Uber,WAV,10.08,1.32,1,partly-cloudy-day,37.38,0,0.68,5.85,5.9,345.9
19e0c,2020-11-11 16:40:00,16,11,11,Wed,Back Bay,Northeastern University,Uber,UberPool,10.08,1.32,1,partly-cloudy-day,31.86,0,0.54,2.41,3.23,323.9
d7201,2020-11-01 17:02:00,17,1,11,Sun,Back Bay,Northeastern University,Uber,Taxi,10.08,1.32,1,rain,48.18,1,0.94,5.82,8.46,278.2
984c3,2020-11-27 00:58:00,0,27,11,Fri,North End,West End,Lyft,Black,10.08,1.404,1,partly-cloudy-night,40.81,0,0.67,8.04,12.19,350.7
b1d7a,2020-11-01 09:52:00,9,1,11,Sun,Boston University,Beacon Hill,Lyft,Black SUV,10.08,3.144,1,cloudy,49.51,0,0.92,2.31,2.36,294.2
4f39d,2020-11-25 20:51:00,20,25,11,Wed,West End,Haymarket Square,Uber,UberX,10.08,0.864,1,partly-cloudy-day,44.42,0,0.67,9.48,11.72,309.3
d86d8,2020-11-13 01:05:00,1,13,11,Fri,West End,Haymarket Square,Uber,UberXL,10.08,0.864,1,cloudy,43.17,0,0.85,3.95,4.06,290.1
3a91d,2020-11-15 23:30:00,23,15,11,Sun,West End,South Station,Lyft,Lyft,10.08,2.508,1,cloudy,40.36,0,0.68,7.04,11.2,374.7
ca0c4,2020-11-12 12:45:00,12,12,11,Thu,North Station,Haymarket Square,Uber,UberXL,10.08,0.672,1,partly-cloudy-night,29.33,0,0.79,2.62,3.69,290.7
0340a,2020-11-25 00:15:00,0,25,11,Wed,North Station,Haymarket Square,Uber,UberPool,10.08,0.672,1,rain,45.92,1,0.89,8.26,8.38,294.3
aef39,2020-11-28 17:38:00,17,28,11,Sat,North End,Back Bay,Lyft,Black,10.08,3.372,1,partly-cloudy-day,42.86,0,0.55,3.5,4.25,269.6
9705b,2020-11-26 14:29:00,14,26,11,Thu,North Station,Fenway,Lyft,Lyft,10.08,3.792,1,partly-cloudy-day,40.42,0,0.63,6.84,9.31,348.3
1494c,2020-11-25 00:09:00,0,25,11,Wed,Beacon Hill,Boston University,Lyft,Lyft,10.08,2.76,1,rain,45.92,1,0.89,8.26,8.38,294.3
b0d49,2020-11-11 20:50:00,20,11,11,Wed,Haymarket Square,Theatre District,Lyft,Lyft,10.08,1.392,1,partly-cloudy-day,34.55,0,0.55,2.95,3,328
7b95b,2020-11-27 12:58:00,12,27,11,Fri,Theatre District,South Station,Uber,Black SUV,10.08,0.66,1,partly-cloudy-day,39.75,0,0.62,8.07,11.53,339.7
1cf73,2020-11-01 11:42:00,11,1,11,Sun,Theatre District,South Station,Uber,UberXL,10.08,0.66,1,cloudy,49.27,0,0.91,2.7,4.52,298.4
bb0e2,2020-11-01 14:12:00,14,1,11,Sun,North Station,Boston University,Lyft,Lyft,10.08,3.732,1,partly-cloudy-day,53.85,0,0.85,4.88,4.93,298.9
e1dc9,2020-11-28 13:28:00,13,28,11,Sat,Beacon Hill,Northeastern University,Lyft,Black SUV,10.08,2.952,1,clear-day,33.2,0,0.81,2.03,4.77,275
baa1b,2020-11-13 20:45:00,20,13,11,Fri,Back Bay,Haymarket Square,Lyft,Lyft,10.08,2.904,1,clear-day,52.55,0,0.6,4.71,4.76,300.1
7.00E+45,2020-11-26 20:38:00,20,26,11,Thu,Beacon Hill,Boston University,Lyft,Black,10.08,2.796,1,cloudy,43.31,0,0.58,8.35,12.98,352.9
07b46,2020-11-25 22:24:00,22,25,11,Wed,Financial District,North End,Uber,UberPool,10.08,1.452,1,partly-cloudy-night,42.28,0,0.66,8.14,12.33,305.5
82197,2020-11-01 00:57:00,0,1,11,Sun,Financial District,North End,Uber,WAV,10.08,1.452,1,cloudy,40.12,0,0.62,3.16,3.51,286.6
323df,2020-11-01 02:27:00,2,1,11,Sun,Financial District,North End,Uber,Black,10.08,1.452,1,cloudy,48.18,0,0.94,2.92,2.97,286.2
3d608,2020-11-15 21:05:00,21,15,11,Sun,Theatre District,South Station,Uber,Black SUV,10.08,0.696,1,partly-cloudy-night,41.87,0,0.69,6.57,7.89,352.3
40bd3,2020-11-26 09:32:00,9,26,11,Thu,Theatre District,South Station,Uber,WAV,10.08,0.696,1,partly-cloudy-night,35.66,0,0.77,4.47,6.98,341.7
fc91e,2020-11-13 05:10:00,5,13,11,Fri,Northeastern University,North Station,Lyft,Lyft,10.08,3.936,1,cloudy,46.58,0,0.91,5.31,8.29,295.9
decaf,2020-11-12 06:35:00,6,12,11,Thu,North End,Theatre District,Lyft,Black,10.08,1.824,1,partly-cloudy-night,31.03,0,0.72,1.03,2.47,297
a1e64,2020-11-27 02:38:00,2,27,11,Fri,West End,North End,Lyft,Lyft,10.08,1.296,1,partly-cloudy-night,39.32,0,0.69,8.21,12.41,346.8
6886b,2020-11-14 22:00:00,22,14,11,Sat,Beacon Hill,Fenway,Uber,UberXL,10.08,2.784,1,rain,43.78,0.47,0.75,7.95,9.38,320.7
dc83b,2020-11-26 13:44:00,13,26,11,Thu,Theatre District,South Station,Uber,UberPool,10.08,0.66,1,partly-cloudy-day,37.38,0,0.68,5.85,5.9,345.9
e951a,2020-11-26 23:53:00,23,26,11,Thu,Theatre District,South Station,Uber,Black SUV,10.08,0.66,1,cloudy,40.75,0,0.67,9.56,14.37,352.9
4c77b,2020-11-01 22:17:00,22,1,11,Sun,Beacon Hill,Haymarket Square,Lyft,Lyft,10.08,1.596,1,cloudy,50.9,0.03,0.9,2.78,4.35,282.8
